"year","month","time","ts","vei","latitude","longitude","deaths"
1939,8,"1939-8-15 00:00:00",1939.62,2,30.48,140.32,2
1940,6,"1940-6-15 00:00:00",1940.46,2,2.78,125.48,1
1940,7,"1940-7-15 00:00:00",1940.54,2,34.08,139.53,11
1940,7,"1940-7-15 00:00:00",1940.54,2,-2.751,35.902,NA
1941,7,"1941-7-15 00:00:00",1941.54,2,36.4,138.53,1
1941,9,"1941-9-15 00:00:00",1941.71,2,-8.108,112.92,NA
1943,2,"1943-2-15 00:00:00",1943.12,4,19.48,-102.25,3
1943,4,"1943-4-15 00:00:00",1943.29,3,-0.9,-91.42,1
1944,3,"1944-3-15 00:00:00",1944.21,2,40.821,14.426,27
1944,6,"1944-6-15 00:00:00",1944.46,3,52.82,-169.95,1
1944,6,"1944-6-15 00:00:00",1944.46,2,42.53,140.83,1
1944,8,"1944-8-15 00:00:00",1944.62,2,38.789,15.213,NA
1944,8,"1944-8-15 00:00:00",1944.62,2,42.53,140.83,1
1944,12,"1944-12-15 00:00:00",1944.96,2,-7.2,109.92,117
1946,1,"1946-1-15 00:00:00",1946.04,2,31.58,130.67,1
1946,2,"1946-2-15 00:00:00",1946.12,2,-8.108,112.92,6
1946,10,"1946-10-15 00:00:00",1946.79,2,-8.108,112.92,NA
1946,11,"1946-11-15 00:00:00",1946.88,4,48.092,153.2,NA
1947,1,"1947-1-15 00:00:00",1947.04,2,13.257,123.685,NA
1947,7,"1947-7-15 00:00:00",1947.54,2,36.4,138.53,11
1947,11,"1947-11-15 00:00:00",1947.88,4,63.98,-19.7,1
1948,4,"1948-4-15 00:00:00",1948.29,2,-8.54,123.59,NA
1949,1,"1949-1-15 00:00:00",1949.04,3,-39.42,-71.93,54
1949,5,"1949-5-15 00:00:00",1949.38,2,2.32,-76.4,17
1949,6,"1949-6-15 00:00:00",1949.46,3,9.203,124.673,2
1950,9,"1950-9-15 00:00:00",1950.71,3,9.203,124.673,68
1950,9,"1950-9-15 00:00:00",1950.71,2,36.4,138.53,1
1951,1,"1951-1-15 00:00:00",1951.04,4,-8.95,148.15,2942
1951,NA,"1951-07-01 00:00:00",1951.5,2,-9.02,157.95,NA
1951,8,"1951-8-15 00:00:00",1951.62,3,-7.93,112.308,7
1951,12,"1951-12-15 00:00:00",1951.96,3,9.203,124.673,500
1952,9,"1952-9-15 00:00:00",1952.71,2,32.1,139.85,NA
1952,9,"1952-9-15 00:00:00",1952.71,2,32.1,139.85,NA
1952,9,"1952-9-15 00:00:00",1952.71,2,32.1,139.85,31
1952,9,"1952-9-15 00:00:00",1952.71,2,32.1,139.85,NA
1953,3,"1953-3-15 00:00:00",1953.21,2,32.1,139.85,NA
1953,3,"1953-3-15 00:00:00",1953.21,3,-7.542,110.442,64
1953,3,"1953-3-15 00:00:00",1953.21,2,32.1,139.85,NA
1953,4,"1953-4-15 00:00:00",1953.29,2,32.88,131.1,6
1954,8,"1954-8-15 00:00:00",1954.62,2,-3.6,144.85,NA
1955,7,"1955-7-15 00:00:00",1955.54,4,-40.35,-72.07,2
1955,10,"1955-10-15 00:00:00",1955.79,3,31.58,130.67,NA
1956,3,"1956-3-15 00:00:00",1956.21,5,55.978,160.587,NA
1957,3,"1957-3-15 00:00:00",1957.21,2,53.13,-168.68,NA
1957,8,"1957-8-15 00:00:00",1957.62,2,34.73,139.38,1
1957,10,"1957-10-15 00:00:00",1957.79,2,32.88,131.1,12
1958,7,"1958-7-15 00:00:00",1958.54,2,1.358,124.858,1
1958,10,"1958-10-15 00:00:00",1958.79,2,-16.829,168.536,NA
1960,5,"1960-5-15 00:00:00",1960.38,3,-40.59,-72.117,NA
1961,1,"1961-1-15 00:00:00",1961.04,3,-41.326,-72.614,NA
1961,5,"1961-5-15 00:00:00",1961.38,3,-7.542,110.442,6
1961,8,"1961-8-15 00:00:00",1961.62,2,36.4,138.53,1
1962,6,"1962-6-15 00:00:00",1962.46,3,43.42,142.68,5
1962,12,"1962-12-15 00:00:00",1962.96,2,0.8,127.325,5
1963,3,"1963-3-15 00:00:00",1963.21,3,9.979,-83.852,15
1963,3,"1963-3-15 00:00:00",1963.21,5,-8.342,115.508,1028
1963,5,"1963-5-15 00:00:00",1963.38,2,-8.108,112.92,1
1963,5,"1963-5-15 00:00:00",1963.38,3,-8.342,115.508,120
1963,5,"1963-5-15 00:00:00",1963.38,2,-39.42,-71.93,NA
1963,9,"1963-9-15 00:00:00",1963.71,2,-8.242,115.375,2
1963,9,"1963-9-15 00:00:00",1963.71,3,14.473,-90.88,7
1963,12,"1963-12-15 00:00:00",1963.96,3,9.979,-83.852,40
1964,1,"1964-1-15 00:00:00",1964.04,2,-8.32,121.708,1
1964,3,"1964-3-15 00:00:00",1964.21,2,-39.42,-71.93,25
1965,9,"1965-9-15 00:00:00",1965.71,4,14.002,120.993,355
1966,1,"1966-1-15 00:00:00",1966.04,3,-10.38,165.8,NA
1966,4,"1966-4-15 00:00:00",1966.29,4,-7.93,112.308,215
1966,8,"1966-8-15 00:00:00",1966.62,4,3.67,125.5,39
1966,8,"1966-8-15 00:00:00",1966.62,4,-2.751,35.902,NA
1967,7,"1967-7-15 00:00:00",1967.54,3,-2.751,35.902,NA
1967,8,"1967-8-15 00:00:00",1967.62,3,-8.108,112.92,3
1967,12,"1967-12-15 00:00:00",1967.96,3,-62.97,-60.65,NA
1968,4,"1968-4-15 00:00:00",1968.29,3,13.257,123.685,6
1968,7,"1968-7-15 00:00:00",1968.54,3,10.463,-84.703,80
1969,1,"1969-1-15 00:00:00",1969.04,2,-7.542,110.442,3
1969,1,"1969-1-15 00:00:00",1969.04,3,-8.88,121.63,2
1969,3,"1969-3-15 00:00:00",1969.21,2,19.077,122.202,NA
1970,5,"1970-5-15 00:00:00",1970.38,3,63.98,-19.7,NA
1971,8,"1971-8-15 00:00:00",1971.62,3,-45.9,-72.97,5
1971,9,"1971-9-15 00:00:00",1971.71,2,-10.38,165.8,NA
1971,9,"1971-9-15 00:00:00",1971.71,3,14.473,-90.88,10
1971,10,"1971-10-15 00:00:00",1971.79,2,28.58,-17.83,NA
1971,10,"1971-10-15 00:00:00",1971.79,2,-39.42,-71.93,15
1972,6,"1972-6-15 00:00:00",1972.46,2,-21.229,55.713,3
1973,1,"1973-1-15 00:00:00",1973.04,3,63.43,-20.28,1
1973,1,"1973-1-15 00:00:00",1973.04,3,-8.32,121.708,NA
1973,12,"1973-12-15 00:00:00",1973.96,2,-8.54,123.59,2
1974,2,"1974-2-15 00:00:00",1974.12,3,2.78,125.48,4
1974,6,"1974-6-15 00:00:00",1974.46,3,31.58,130.67,3
1974,7,"1974-7-15 00:00:00",1974.54,2,36.92,138.03,3
1974,8,"1974-8-15 00:00:00",1974.62,3,31.58,130.67,5
1974,10,"1974-10-15 00:00:00",1974.79,4,14.473,-90.88,NA
1974,10,"1974-10-15 00:00:00",1974.79,2,-7.542,110.442,9
1975,1,"1975-1-15 00:00:00",1975.04,2,-0.381,100.473,80
1975,6,"1975-6-15 00:00:00",1975.46,3,10.463,-84.703,2
1976,8,"1976-8-15 00:00:00",1976.62,3,-2.03,-78.33,2
1976,8,"1976-8-15 00:00:00",1976.62,2,-8.108,112.92,119
1976,9,"1976-9-15 00:00:00",1976.71,2,2.78,125.48,1
1976,11,"1976-11-15 00:00:00",1976.88,2,-7.542,110.442,29
1977,8,"1977-8-15 00:00:00",1977.62,3,56.057,160.638,1
1977,8,"1977-8-15 00:00:00",1977.62,3,42.53,140.83,3
1978,1,"1978-1-15 00:00:00",1978.04,3,42.53,140.83,3
1978,7,"1978-7-15 00:00:00",1978.54,2,12.77,124.05,NA
1978,9,"1978-9-15 00:00:00",1978.71,3,14.756,-91.552,1
1978,9,"1978-9-15 00:00:00",1978.71,3,-8.108,112.92,12
1979,3,"1979-3-15 00:00:00",1979.21,2,-4.649,145.964,2
1979,4,"1979-4-15 00:00:00",1979.29,3,13.33,-61.18,2
1979,7,"1979-7-15 00:00:00",1979.54,2,37.734,15.004,9
1979,9,"1979-9-15 00:00:00",1979.71,2,32.88,131.1,3
1980,5,"1980-5-15 00:00:00",1980.38,5,46.2,-122.18,57
1980,8,"1980-8-15 00:00:00",1980.62,3,63.98,-19.7,NA
1981,3,"1981-3-15 00:00:00",1981.21,2,37.734,15.004,NA
1981,3,"1981-3-15 00:00:00",1981.21,3,-8.108,112.92,1
1981,4,"1981-4-15 00:00:00",1981.29,2,50.858,155.55,NA
1981,5,"1981-5-15 00:00:00",1981.38,3,-8.108,112.92,372
1981,9,"1981-9-15 00:00:00",1981.71,2,-8.32,121.708,NA
1982,3,"1982-3-15 00:00:00",1982.21,5,17.36,-93.228,1879
1982,4,"1982-4-15 00:00:00",1982.29,5,17.36,-93.228,33
1982,5,"1982-5-15 00:00:00",1982.38,4,-7.25,108.05,68
1982,5,"1982-5-15 00:00:00",1982.38,5,17.36,-93.228,1
1983,3,"1983-3-15 00:00:00",1983.21,2,56.057,160.638,1
1983,7,"1983-7-15 00:00:00",1983.54,4,-0.17,121.608,NA
1983,10,"1983-10-15 00:00:00",1983.79,3,34.08,139.53,NA
1984,9,"1984-9-15 00:00:00",1984.71,3,13.257,123.685,1
1984,10,"1984-10-15 00:00:00",1984.79,3,37.734,15.004,1
1985,5,"1985-5-15 00:00:00",1985.38,3,-8.108,112.92,70
1985,11,"1985-11-15 00:00:00",1985.88,3,4.895,-75.322,23080
1986,7,"1986-7-15 00:00:00",1986.54,2,38.789,15.213,1
1986,8,"1986-8-15 00:00:00",1986.62,3,6.25,10.5,1700
1986,10,"1986-10-15 00:00:00",1986.79,2,-7.542,110.442,1
1986,11,"1986-11-15 00:00:00",1986.88,3,34.73,139.38,1
1987,1,"1987-1-15 00:00:00",1987.04,3,14.381,-90.601,NA
1987,4,"1987-4-15 00:00:00",1987.29,2,37.734,15.004,2
1988,5,"1988-5-15 00:00:00",1988.38,3,-4.525,129.871,4
1988,7,"1988-7-15 00:00:00",1988.54,3,10.463,-84.703,1
1988,7,"1988-7-15 00:00:00",1988.54,3,-8.108,112.92,1
1988,12,"1988-12-15 00:00:00",1988.96,3,-38.377,-71.58,1
1990,2,"1990-2-15 00:00:00",1990.12,3,56.653,161.36,NA
1990,2,"1990-2-15 00:00:00",1990.12,4,-7.93,112.308,32
1990,3,"1990-3-15 00:00:00",1990.21,2,32.88,131.1,1
1990,4,"1990-4-15 00:00:00",1990.29,2,32.88,131.1,1
1990,5,"1990-5-15 00:00:00",1990.38,3,-15.78,-71.85,NA
1990,7,"1990-7-15 00:00:00",1990.54,3,14.756,-91.552,4
1990,10,"1990-10-15 00:00:00",1990.79,2,32.88,131.1,1
1991,6,"1991-6-15 00:00:00",1991.46,6,15.13,120.35,350
1991,7,"1991-7-15 00:00:00",1991.54,2,-11.75,43.38,NA
1991,8,"1991-8-15 00:00:00",1991.62,5,-45.9,-72.97,NA
1991,12,"1991-12-15 00:00:00",1991.96,2,37.734,15.004,NA
1992,1,"1992-1-15 00:00:00",1992.04,2,2.78,125.48,2
1992,4,"1992-4-15 00:00:00",1992.29,3,12.506,-86.702,11
1992,NA,"1992-07-01 00:00:00",1992.5,3,-8.108,112.92,3
1992,7,"1992-7-15 00:00:00",1992.54,2,-0.381,100.473,1
1992,9,"1992-9-15 00:00:00",1992.71,4,61.3,-152.25,1
1993,1,"1993-1-15 00:00:00",1993.04,2,1.22,-77.37,9
1993,2,"1993-2-15 00:00:00",1993.12,2,13.257,123.685,75
1994,1,"1994-1-15 00:00:00",1994.04,3,-19.52,169.425,1
1994,2,"1994-2-15 00:00:00",1994.12,3,-8.108,112.92,6
1994,9,"1994-9-15 00:00:00",1994.71,3,-4.271,152.203,4
1994,11,"1994-11-15 00:00:00",1994.88,3,-8.42,116.47,31
1994,11,"1994-11-15 00:00:00",1994.88,3,-7.542,110.442,60
1995,2,"1995-2-15 00:00:00",1995.12,3,-19.52,169.425,2
1995,4,"1995-4-15 00:00:00",1995.29,2,14.95,-24.35,NA
1995,4,"1995-4-15 00:00:00",1995.29,3,14.381,-90.601,1
1996,1,"1996-1-15 00:00:00",1996.04,2,54.05,159.43,NA
1996,4,"1996-4-15 00:00:00",1996.29,3,19.023,-98.622,5
1996,8,"1996-8-15 00:00:00",1996.62,2,10.412,123.132,3
1996,9,"1996-9-15 00:00:00",1996.71,3,64.42,-17.33,NA
1996,12,"1996-12-15 00:00:00",1996.96,3,-4.1,145.061,13
1997,1,"1997-1-15 00:00:00",1997.04,2,-7.542,110.442,6
1997,6,"1997-6-15 00:00:00",1997.46,3,16.72,-62.18,22
1997,8,"1997-8-15 00:00:00",1997.62,3,16.72,-62.18,2
1997,9,"1997-9-15 00:00:00",1997.71,3,-8.108,112.92,2
1999,1,"1999-1-15 00:00:00",1999.04,3,16.72,-62.18,NA
1999,5,"1999-5-15 00:00:00",1999.38,2,14.473,-90.88,NA
1999,8,"1999-8-15 00:00:00",1999.62,4,56.653,161.36,NA
1999,10,"1999-10-15 00:00:00",1999.79,3,-0.171,-78.598,2
1999,10,"1999-10-15 00:00:00",1999.79,3,-1.467,-78.442,1
2000,6,"2000-6-15 00:00:00",2000.46,2,34.08,139.53,NA
2000,7,"2000-7-15 00:00:00",2000.54,3,-8.108,112.92,2
2000,8,"2000-8-15 00:00:00",2000.62,3,10.463,-84.703,2
2000,11,"2000-11-15 00:00:00",2000.88,2,-7.542,110.442,1
2001,5,"2001-5-15 00:00:00",2001.38,3,37.734,15.004,1
2001,7,"2001-7-15 00:00:00",2001.54,2,37.734,15.004,NA
2001,8,"2001-8-15 00:00:00",2001.62,2,-7.542,110.442,2
2001,10,"2001-10-15 00:00:00",2001.79,2,38.789,15.213,1
2002,1,"2002-1-15 00:00:00",2002.04,3,2.78,125.48,NA
2002,NA,"2002-07-01 00:00:00",2002.5,3,-8.108,112.92,3
2002,8,"2002-8-15 00:00:00",2002.62,3,37.734,15.004,NA
2002,11,"2002-11-15 00:00:00",2002.88,4,-0.078,-77.656,NA
2003,7,"2003-7-15 00:00:00",2003.54,3,16.72,-62.18,NA
2004,6,"2004-6-15 00:00:00",2004.46,2,-7.942,112.95,2
2004,10,"2004-10-15 00:00:00",2004.79,4,-4.1,145.061,5
2005,1,"2005-1-15 00:00:00",2005.04,4,-4.1,145.061,1
2005,10,"2005-10-15 00:00:00",2005.79,3,13.853,-89.63,2
2006,5,"2006-5-15 00:00:00",2006.38,2,16.72,-62.18,NA
2006,6,"2006-6-15 00:00:00",2006.46,2,12.77,124.05,1
2006,7,"2006-7-15 00:00:00",2006.54,3,-1.467,-78.442,1
2006,8,"2006-8-15 00:00:00",2006.62,3,-1.467,-78.442,5
2007,3,"2007-3-15 00:00:00",2007.21,4,-4.1,145.061,4
2008,8,"2008-8-15 00:00:00",2008.62,3,52.18,-175.5,NA
2008,8,"2008-8-15 00:00:00",2008.62,3,-1.467,-78.442,2
2010,1,"2010-1-15 00:00:00",2010.04,3,-1.467,-78.442,NA
2010,3,"2010-3-15 00:00:00",2010.21,2,63.63,-19.62,2
2010,8,"2010-8-15 00:00:00",2010.62,3,2.78,125.48,4
2010,11,"2010-11-15 00:00:00",2010.88,3,-1.467,-78.442,NA
2011,2,"2011-2-15 00:00:00",2011.12,2,12.77,124.05,1
2011,4,"2011-4-15 00:00:00",2011.29,4,-1.467,-78.442,NA
2011,6,"2011-6-15 00:00:00",2011.46,4,-40.59,-72.117,NA
2011,6,"2011-6-15 00:00:00",2011.46,3,13.37,41.7,31
2011,12,"2011-12-15 00:00:00",2011.96,3,0.8,127.325,4
2013,8,"2013-8-15 00:00:00",2013.62,3,-8.32,121.708,5
2013,9,"2013-9-15 00:00:00",2013.71,2,3.17,98.392,NA
2014,9,"2014-9-15 00:00:00",2014.71,3,35.9,137.48,55
2015,7,"2015-7-15 00:00:00",2015.54,2,-4.1,145.061,NA
2017,4,"2017-4-15 00:00:00",2017.29,2,3.17,98.392,NA
2017,6,"2017-6-15 00:00:00",2017.46,2,14.473,-90.88,NA
2018,3,"2018-3-15 00:00:00",2018.21,3,-15.4,167.83,4
2018,6,"2018-6-15 00:00:00",2018.46,2,14.473,-90.88,165
2018,8,"2018-8-15 00:00:00",2018.62,4,-4.1,145.061,NA
2018,12,"2018-12-15 00:00:00",2018.96,2,-16.25,168.12,NA
2018,12,"2018-12-15 00:00:00",2018.96,2,37.734,15.004,NA
2019,1,"2019-1-15 00:00:00",2019.04,4,-4.1,145.061,NA
2019,6,"2019-6-15 00:00:00",2019.46,4,-4.1,145.061,NA
2019,7,"2019-7-15 00:00:00",2019.54,2,38.789,15.213,1
2019,8,"2019-8-15 00:00:00",2019.62,2,38.789,15.213,NA
